day,value
2015-03-16,63274.19667898012
2015-03-23,61359.70062652114
2015-03-30,61399.567187576824
2015-04-06,59997.762542374796
2015-04-13,56202.37685050097
2015-04-20,53078.15362309637
2015-04-27,49505.61423501986
2015-05-04,41411.216425303326
2015-05-11,37113.6021992812
2015-05-18,35315.40792081396
2015-05-25,33750.91996444563
2015-06-01,32812.32091791083
2015-06-08,31675.153515567574
2015-06-15,29503.952132209786
2015-06-22,28514.722686961548
2015-06-29,27405.260668232277
2015-07-06,25995.50319901006
2015-07-13,25420.829752270376
2015-07-20,24942.21438196732
2015-07-27,24923.461020671777
2015-08-03,22870.92744944013
2015-08-10,24653.76652556428
2015-08-17,24980.784413950696
2015-08-24,25545.50360978222
2015-08-31,27769.936817910406
2015-09-07,33440.78148368315
2015-09-14,41303.8970637629
2015-09-21,50021.71123120545
2015-09-28,56804.80786198937
2015-10-05,60605.43466189017
2015-10-12,61935.80354519952
2015-10-19,62806.871423277655
2015-10-26,62676.68440802223
2015-11-02,60682.4376986405
2015-11-09,55708.69145925433
2015-11-16,57624.57757056841
2015-11-23,55317.37633523283
2015-11-30,53832.55204998838
2015-12-07,56902.99996712558
2015-12-14,61841.51235575802
2015-12-21,64519.92024665458
2015-12-28,68445.52661519851
2016-01-04,66844.13294256359
2016-01-11,64358.15922725512
2016-01-18,61663.741625758244
2016-01-25,61156.190270370644
2016-02-01,62715.7837111806
2016-02-08,62806.35045242773
2016-02-15,65579.06191867273
2016-02-22,63555.57466489302
2016-02-29,60941.33880970241
2016-03-07,56246.19124365343
2016-03-14,53571.58730845038
2016-03-21,50122.32077698572
2016-03-28,51054.1563316437
2016-04-04,51742.821272106805
2016-04-11,51100.40331428621
2016-04-18,48197.015236450214
2016-04-25,45994.41916424451
2016-05-02,41522.54327714761
2016-05-09,36498.24398446101
2016-05-16,35130.78081548602
2016-05-23,32748.176029679358
2016-05-30,30103.058255004573
2016-06-06,27407.643839035452
2016-06-13,26418.757592616344
2016-06-20,25657.155901636776
2016-06-27,25851.75121368605
2016-07-04,24390.774316569263
2016-07-11,25011.984076648117
2016-07-18,25063.12490124186
2016-07-25,23428.376055264296
2016-08-01,22450.404712888543
2016-08-08,23064.65330940704
2016-08-15,23274.73234271984
2016-08-22,23519.142324984598
2016-08-29,27264.85216531763
2016-09-05,31505.129492426244
2016-09-12,36802.39536144781
2016-09-19,45252.17685913574
2016-09-26,50201.293172372854
2016-10-03,53722.42809011934
2016-10-10,58025.38349777156
2016-10-17,56330.36517762148
2016-10-24,58490.14622812651
2016-10-31,55890.00057955603
2016-11-07,55490.79528281326
2016-11-14,53245.12572785842
2016-11-21,55175.11823598828
2016-11-28,55184.89334465861
2016-12-05,58463.69548393935
2016-12-12,62295.03351432146
2016-12-19,66756.8066316543
2016-12-26,70691.4657600711
2017-01-02,72794.56590597497
2017-01-09,72544.38011422967
2017-01-16,68566.89304441796
2017-01-23,63470.79442756551
2017-01-30,62441.649211730124
2017-02-06,63973.64624707358
2017-02-13,64146.73424546348
2017-02-20,59962.95810921776
2017-02-27,57187.05570150707
2017-03-06,55858.64307051688
2017-03-13,52202.02033699517
2017-03-20,49655.68836726076
2017-03-27,46668.96526162436
2017-04-03,48824.056236987824
2017-04-10,46341.083278688915
2017-04-17,43071.31952609606
2017-04-24,41577.81284459184
2017-05-01,39196.0519862493
2017-05-08,40631.643896796486
2017-05-15,38409.013978277995
2017-05-22,35068.871360594545
2017-05-29,33512.283314680106
2017-06-05,31172.73826447761
2017-06-12,28572.992763233473
2017-06-19,26976.545279259397
2017-06-26,26006.600720413524
2017-07-03,26980.58296640065
2017-07-10,25422.48415789293
2017-07-17,24377.556849372522
2017-07-24,25494.55875829262
2017-07-31,25286.179977998203
2017-08-07,24941.77037761603
2017-08-14,26895.053945708507
2017-08-21,28497.94285949047
2017-08-28,31274.789644844583
2017-09-04,35278.33546143214
2017-09-11,39085.29583466916
2017-09-18,44276.442655781124
2017-09-25,47197.02903728435
2017-10-02,49650.331956836046
2017-10-09,51203.53805696037
2017-10-16,53864.351461406746
2017-10-23,56440.82349463987
2017-10-30,57817.7825106434
2017-11-06,56628.563853559324
2017-11-13,55520.9559916788
2017-11-20,54452.662444165464
2017-11-27,57099.90679092291
2017-12-04,58731.51395399649
2017-12-11,63946.991824120196
2017-12-18,69702.35774570111
2017-12-25,78724.17635855188
2018-01-01,85219.76758659787
2018-01-08,82652.52578501544
2018-01-15,76036.54504740024
2018-01-22,74387.12706396067
2018-01-29,72271.98809828896
2018-02-05,74495.9830819478
2018-02-12,69685.83789247231
2018-02-19,67469.49550309409
2018-02-26,60172.81692371617
2018-03-05,51892.71551368744
2018-03-12,49595.14584088765
2018-03-19,45703.6969356065
2018-03-26,44784.036833485094
2018-04-02,46574.6302526357
2018-04-09,45933.75719030632
2018-04-16,44381.222735296375
2018-04-23,40768.12734098382
2018-04-30,39570.64857782984
2018-05-07,35594.535060103466
2018-05-14,34113.963621689545
2018-05-21,32088.056992196183
2018-05-28,29544.28510097857
2018-06-04,27648.706457979282
2018-06-11,26434.021306224455
2018-06-18,24561.096006061238
2018-06-25,24402.333309187503
2018-07-02,23726.68308145404
2018-07-09,23633.313356939027
2018-07-16,21897.254093149677
2018-07-23,21903.51495221865
2018-07-30,23090.6309489361
2018-08-06,22019.539401432627
2018-08-13,23272.490434737698
2018-08-20,24367.595394859298
2018-08-27,27364.369172055274
2018-09-03,31212.885905627496
2018-09-10,39588.43178960274
2018-09-17,47139.758597989145
2018-09-24,52624.09326451922
2018-10-01,54107.61229582985
2018-10-08,55034.53916248621
2018-10-15,54541.729859155734
2018-10-22,56931.44670281867
2018-10-29,53277.64723810548
2018-11-05,54626.6342747764
2018-11-12,54159.411122093356
2018-11-19,51846.667855924316
2018-11-26,57992.75624874554
2018-12-03,60488.17649562023
2018-12-10,65011.65413476059
2018-12-17,72369.11630691288
2018-12-24,74509.79637899957
2018-12-31,76238.10651170647
2019-01-07,74753.0528342799
2019-01-14,71962.43795553781
2019-01-21,64879.059504214885
2019-01-28,59549.285914166954
2019-02-04,56371.758745016254
2019-02-11,54487.27326437652
2019-02-18,50422.77135769872
2019-02-25,49954.26489037073
2019-03-04,49426.759365486534
2019-03-11,46277.75368844777
2019-03-18,44983.706303822495
2019-03-25,44385.687722242095
2019-04-01,44645.268758662176
2019-04-08,43853.07680153016
2019-04-15,41557.35278026459
2019-04-22,40660.883017364366
2019-04-29,39245.132264829925
2019-05-06,37697.051821691086
2019-05-13,40647.202898349155
2019-05-20,38476.96275053203
2019-05-27,34975.12236702514
2019-06-03,32964.801179622664
2019-06-10,32022.040598056625
2019-06-17,28440.71249701914
2019-06-24,25565.12754540176
2019-07-01,24401.960099548527
2019-07-08,22959.195317704998
2019-07-15,22029.771228685382
2019-07-22,21663.844662010655
2019-07-29,21105.112795419223
2019-08-05,22146.111004906204
2019-08-12,23249.091150625205
2019-08-19,23905.389635098985
2019-08-26,28115.599100677995
2019-09-02,34415.281537642135
2019-09-09,41011.69598883455
2019-09-16,48680.475073787034
2019-09-23,52370.96221214075
2019-09-30,56933.53911559458
2019-10-07,56625.5882209669
2019-10-14,57101.83457696794
2019-10-21,53010.23414353483
2019-10-28,52115.708134540284
2019-11-04,52109.751916968045
2019-11-11,51139.610004378555
2019-11-18,52362.482665466836
2019-11-25,55305.545792866615
2019-12-02,56136.47975978391
2019-12-09,58106.975933629066
2019-12-16,61974.95320959228
2019-12-23,66972.2933856367
2019-12-30,72422.79239532955
2020-01-06,68872.52150416159
2020-01-13,63740.254233593885
2020-01-20,62145.67747683306
2020-01-27,59891.34687377855
2020-02-03,61210.34071162403
2020-02-10,60465.13046301775
2020-02-17,56807.60259010193
2020-02-24,54407.979966096435
2020-03-02,52704.53975835626
2020-03-09,66223.0563215929
2020-03-16,71359.38214320663
2020-03-23,60311.977335431366
2020-03-30,41123.27605854728
2020-04-06,26363.844648473303
2020-04-13,17814.016724291447
2020-04-20,15421.345472001603
2020-04-27,18296.621718149116
2020-05-04,20102.0482498491
2020-05-11,20187.66644080486
2020-05-18,18903.687655604095
2020-05-25,16039.75528321725
2020-06-01,15306.04210935382
2020-06-08,15074.004585979186
2020-06-15,15250.153296598108
2020-06-22,
2020-06-29,
2020-07-06,
2020-07-13,
2020-07-20,
2020-07-27,
