day,value
2015-03-16,22305.13128318289
2015-03-23,23334.584667327974
2015-03-30,22328.71330707428
2015-04-06,21297.78507769884
2015-04-13,20387.712014114662
2015-04-20,17763.39149100251
2015-04-27,16857.996729339895
2015-05-04,15415.634720272576
2015-05-11,13837.827271637916
2015-05-18,13419.466914009703
2015-05-25,12658.086498293183
2015-06-01,12767.585092490686
2015-06-08,12015.699364166338
2015-06-15,12011.214869801688
2015-06-22,10985.015079472563
2015-06-29,10655.492609197332
2015-07-06,10541.543022359947
2015-07-13,9785.71558359802
2015-07-20,8988.799118507712
2015-07-27,8662.115037547499
2015-08-03,8518.446734445566
2015-08-10,8198.643066424516
2015-08-17,8384.450956206148
2015-08-24,8483.235708212196
2015-08-31,8738.910414918979
2015-09-07,10378.059866188853
2015-09-14,12757.723197018755
2015-09-21,16760.325506576555
2015-09-28,19606.91057576719
2015-10-05,20983.279471175687
2015-10-12,20848.57882801957
2015-10-19,20251.899392210667
2015-10-26,19115.73250619014
2015-11-02,18001.53365903951
2015-11-09,17998.49316937529
2015-11-16,18611.041666759484
2015-11-23,19057.22695229893
2015-11-30,20126.18828403391
2015-12-07,19242.332264008634
2015-12-14,18857.187856366458
2015-12-21,20239.03141751344
2015-12-28,19885.72947080559
2016-01-04,19513.343549397952
2016-01-11,17393.702555594773
2016-01-18,16140.96214074285
2016-01-25,15183.614069467896
2016-02-01,16075.930672084929
2016-02-08,18176.406322866518
2016-02-15,18808.339535537896
2016-02-22,19185.807030365733
2016-02-29,18584.63486222247
2016-03-07,17823.751965220355
2016-03-14,17940.740462359186
2016-03-21,16811.95491722019
2016-03-28,15644.262239029269
2016-04-04,15681.187236515136
2016-04-11,14200.245051529657
2016-04-18,13390.582985310615
2016-04-25,12839.834514092045
2016-05-02,12043.909725161535
2016-05-09,10727.215577165553
2016-05-16,10627.02118772575
2016-05-23,10187.453264030933
2016-05-30,9907.667109499216
2016-06-06,10171.757453789474
2016-06-13,9508.221045894854
2016-06-20,9479.672245918415
2016-06-27,8695.954797348693
2016-07-04,8166.142376527054
2016-07-11,7578.089046744227
2016-07-18,7265.584689141784
2016-07-25,7223.103877521813
2016-08-01,7342.765296252963
2016-08-08,7368.3632141049375
2016-08-15,7922.344078514214
2016-08-22,8335.768895233723
2016-08-29,8999.701148624345
2016-09-05,10056.585374065224
2016-09-12,11065.478204260775
2016-09-19,14604.042056950417
2016-09-26,17348.96400786445
2016-10-03,18932.9977415631
2016-10-10,19714.07705634224
2016-10-17,17342.53043144606
2016-10-24,16385.657614112704
2016-10-31,15817.741918046197
2016-11-07,15181.881164679999
2016-11-14,16117.703532985692
2016-11-21,16319.30837024655
2016-11-28,16171.917104127982
2016-12-05,17837.403548214137
2016-12-12,18290.810903403453
2016-12-19,19519.049207849406
2016-12-26,21332.737641031184
2017-01-02,21603.206998448102
2017-01-09,19680.54243888377
2017-01-16,18297.92706167068
2017-01-23,17634.529278329763
2017-01-30,18352.31182707118
2017-02-06,20906.89043571334
2017-02-13,20272.25042572289
2017-02-20,19526.28514242444
2017-02-27,19610.728397002913
2017-03-06,18499.031978669627
2017-03-13,18353.536944937536
2017-03-20,18120.872976675968
2017-03-27,18461.53088488549
2017-04-03,17951.773986344808
2017-04-10,16384.05422697167
2017-04-17,15606.837678741802
2017-04-24,14173.183812576159
2017-05-01,13196.908242433134
2017-05-08,13378.371216246254
2017-05-15,13371.166951315101
2017-05-22,12546.483097380407
2017-05-29,12647.929425703605
2017-06-05,11941.995448890826
2017-06-12,11206.958326885117
2017-06-19,10841.135251359692
2017-06-26,10598.210069191542
2017-07-03,9735.660996196475
2017-07-10,9205.895312815208
2017-07-17,9260.931966514243
2017-07-24,9336.809732285048
2017-07-31,9719.166934104893
2017-08-07,9718.466845515382
2017-08-14,9425.076543156049
2017-08-21,9134.140629748927
2017-08-28,9552.193315242663
2017-09-04,10533.97445616929
2017-09-11,12697.796417761847
2017-09-18,15102.792976614188
2017-09-25,16752.940895212174
2017-10-02,18416.58937929953
2017-10-09,17976.553568317922
2017-10-16,17216.207134671626
2017-10-23,16186.552292711289
2017-10-30,16943.1579293963
2017-11-06,17873.944988014387
2017-11-13,17393.49204968698
2017-11-20,18322.004526081266
2017-11-27,18382.472641520326
2017-12-04,20846.706627147625
2017-12-11,20975.759278245787
2017-12-18,22365.851179486664
2017-12-25,23035.78473444223
2018-01-01,24442.087235477353
2018-01-08,21375.28555497437
2018-01-15,19944.92022604584
2018-01-22,19254.08742450265
2018-01-29,20122.18776760111
2018-02-05,22930.369190747504
2018-02-12,23367.345562023194
2018-02-19,22643.100118807513
2018-02-26,20827.699869305066
2018-03-05,19213.534830714143
2018-03-12,17693.799393772202
2018-03-19,17529.72604400221
2018-03-26,16955.258561737945
2018-04-02,17978.74990894039
2018-04-09,16957.709659372893
2018-04-16,16207.08825599567
2018-04-23,14588.065621727492
2018-04-30,13847.428593125138
2018-05-07,12952.399309680439
2018-05-14,12361.080228676621
2018-05-21,11773.05217627594
2018-05-28,11725.085899082227
2018-06-04,11574.982059155755
2018-06-11,11339.381758847869
2018-06-18,11337.810151822528
2018-06-25,11408.766788638319
2018-07-02,10379.657773645074
2018-07-09,9790.807072731022
2018-07-16,9293.335597517187
2018-07-23,8329.991576860095
2018-07-30,7806.47401733277
2018-08-06,7648.106795880283
2018-08-13,8181.465049666786
2018-08-20,9339.865787194392
2018-08-27,10637.155072543586
2018-09-03,11637.41820119857
2018-09-10,13434.826577507543
2018-09-17,16382.481136834673
2018-09-24,19489.44629104328
2018-10-01,20339.20062430869
2018-10-08,20099.595706667267
2018-10-15,19344.163290440625
2018-10-22,18237.737941026884
2018-10-29,19044.14708641912
2018-11-05,18115.36039074017
2018-11-12,16993.691660058066
2018-11-19,17292.65391009346
2018-11-26,18062.5931064187
2018-12-03,18477.929993598165
2018-12-10,19439.278535079346
2018-12-17,21388.743154955693
2018-12-24,22662.289199390205
2018-12-31,22595.16292355691
2019-01-07,21378.743178794586
2019-01-14,20928.159400135213
2019-01-21,18902.376850063207
2019-01-28,19156.714378669694
2019-02-04,20081.71943170685
2019-02-11,20717.90610333504
2019-02-18,19432.168422879276
2019-02-25,19710.335695633094
2019-03-04,19887.01802192148
2019-03-11,18522.36271228545
2019-03-18,18311.478712703432
2019-03-25,17726.08028307099
2019-04-01,17705.366628438525
2019-04-08,17404.032269536332
2019-04-15,15963.169009913818
2019-04-22,14831.07248055387
2019-04-29,14206.781835979395
2019-05-06,14021.120665163919
2019-05-13,13873.323986461015
2019-05-20,13389.784706726216
2019-05-27,12798.42894423924
2019-06-03,12649.617308641391
2019-06-10,11727.631041262559
2019-06-17,10803.027560359285
2019-06-24,11098.458593172174
2019-07-01,10114.065092233024
2019-07-08,9579.495992161495
2019-07-15,8940.662458307572
2019-07-22,8983.715715704511
2019-07-29,8770.616299600699
2019-08-05,8588.645302634039
2019-08-12,9127.231779933696
2019-08-19,9203.429323415487
2019-08-26,10056.191777872367
2019-09-02,10985.695691332448
2019-09-09,13363.198236339778
2019-09-16,17391.8536337178
2019-09-23,19124.1099465643
2019-09-30,19935.046971182805
2019-10-07,19479.828962619693
2019-10-14,19133.478635680494
2019-10-21,17951.790747372273
2019-10-28,17758.403712846342
2019-11-04,17815.554195162233
2019-11-11,18831.468673511856
2019-11-18,17733.433469977797
2019-11-25,17770.360660900064
2019-12-02,18214.75136252809
2019-12-09,17704.082012188148
2019-12-16,19186.073735989292
2019-12-23,19955.368313959552
2019-12-30,21393.872799473153
2020-01-06,19955.57780049768
2020-01-13,17900.8680232874
2020-01-20,17597.340326997208
2020-01-27,18662.966932401097
2020-02-03,21589.695087134234
2020-02-10,21280.565689468956
2020-02-17,21082.06465359486
2020-02-24,19991.11568598259
2020-03-02,21624.31715454423
2020-03-09,29243.375643441832
2020-03-16,30904.99230664961
2020-03-23,23970.270459084277
2020-03-30,17068.0695152432
2020-04-06,11620.534306744077
2020-04-13,7789.340398934275
2020-04-20,6367.529648182154
2020-04-27,7624.981369478041
2020-05-04,8146.447072501812
2020-05-11,7833.252961730764
2020-05-18,7577.700083952321
2020-05-25,7392.8345924434925
2020-06-01,7029.024983442044
2020-06-08,6385.834861444033
2020-06-15,5872.84017225358
2020-06-22,
2020-06-29,
2020-07-06,
2020-07-13,
2020-07-20,
2020-07-27,
