day,value
2015-03-16,116472.06739467494
2015-03-23,116632.42965802173
2015-03-30,118340.186107721
2015-04-06,117863.8894718301
2015-04-13,112408.18418651429
2015-04-20,103182.03076941117
2015-04-27,101899.47581708852
2015-05-04,93164.26342875278
2015-05-11,90161.58261975099
2015-05-18,89966.49565837868
2015-05-25,87442.4013888829
2015-06-01,82627.85752574001
2015-06-08,79037.13638218533
2015-06-15,72799.45475815899
2015-06-22,69137.1927517861
2015-06-29,69746.66375635446
2015-07-06,63696.27386230024
2015-07-13,61754.64738832905
2015-07-20,60116.27542455091
2015-07-27,62225.555879268264
2015-08-03,66134.56843410974
2015-08-10,69349.88839734996
2015-08-17,72255.0247092034
2015-08-24,79759.80964913718
2015-08-31,82335.73993471792
2015-09-07,86252.64727285015
2015-09-14,96524.73972781023
2015-09-21,110075.07014653388
2015-09-28,128008.8869500444
2015-10-05,134031.90680824692
2015-10-12,130674.72312258412
2015-10-19,130885.45654812224
2015-10-26,121119.6553039986
2015-11-02,113319.81070070973
2015-11-09,115467.72940975484
2015-11-16,115733.27337514539
2015-11-23,126574.1736237777
2015-11-30,137667.25105992486
2015-12-07,134910.5295455869
2015-12-14,126554.43406468663
2015-12-21,133045.28914824178
2015-12-28,145090.20004999678
2016-01-04,162758.45771034126
2016-01-11,147045.50292076037
2016-01-18,145086.3255622884
2016-01-25,139060.75375081028
2016-02-01,130877.41709007174
2016-02-08,142874.9881495505
2016-02-15,139890.6423332997
2016-02-22,132024.3352382263
2016-02-29,135648.89358654965
2016-03-07,132635.47633355804
2016-03-14,121030.65380584975
2016-03-21,120300.98834540093
2016-03-28,110880.907865616
2016-04-04,107071.64969647069
2016-04-11,97554.84792269529
2016-04-18,91905.02395194325
2016-04-25,86887.55075299043
2016-05-02,83563.73508784993
2016-05-09,81948.93424248367
2016-05-16,85235.00883214345
2016-05-23,84380.11841079958
2016-05-30,77973.93087993244
2016-06-06,78609.9140049011
2016-06-13,76962.6884943475
2016-06-20,75522.22471826256
2016-06-27,81615.62239885816
2016-07-04,79649.90514353731
2016-07-11,76120.80006904234
2016-07-18,74031.06059350733
2016-07-25,63236.876444914866
2016-08-01,67185.13334557899
2016-08-08,66195.02620845161
2016-08-15,69274.554705574
2016-08-22,75885.86438472345
2016-08-29,76550.29252574552
2016-09-05,78407.92593587194
2016-09-12,85015.17893193291
2016-09-19,100082.0519790743
2016-09-26,128571.50429516468
2016-10-03,139233.23087188913
2016-10-10,144167.67101324606
2016-10-17,125448.23424827438
2016-10-24,125986.91055188724
2016-10-31,119898.14401444141
2016-11-07,131073.85645959378
2016-11-14,132522.6866146898
2016-11-21,138455.04858815586
2016-11-28,138661.53193438286
2016-12-05,147774.06087865325
2016-12-12,153946.37273743807
2016-12-19,173348.9247403099
2016-12-26,192943.26486383757
2017-01-02,201623.94016779208
2017-01-09,191397.59213608294
2017-01-16,175042.36233870834
2017-01-23,168691.86370559677
2017-01-30,169053.42364924448
2017-02-06,164810.9423407923
2017-02-13,153618.70766657544
2017-02-20,137836.80002850018
2017-02-27,131458.62198597696
2017-03-06,128349.43763920756
2017-03-13,135668.54043335558
2017-03-20,131616.67374310744
2017-03-27,132241.4649742234
2017-04-03,129998.98565655822
2017-04-10,126367.07187717895
2017-04-17,116062.71014876367
2017-04-24,106984.91839453232
2017-05-01,106804.23532822162
2017-05-08,113201.17792752828
2017-05-15,117388.83305836793
2017-05-22,107577.18440203345
2017-05-29,99506.27698917441
2017-06-05,94580.72002810879
2017-06-12,84513.6139998834
2017-06-19,81094.61496448325
2017-06-26,82719.02374477137
2017-07-03,81165.32904235952
2017-07-10,77608.001109672
2017-07-17,74208.46984099498
2017-07-24,69119.62155243134
2017-07-31,71517.5357515714
2017-08-07,72289.28234865076
2017-08-14,69602.4845095819
2017-08-21,67523.19345521167
2017-08-28,73001.77951628625
2017-09-04,82373.06833318988
2017-09-11,99086.87580339855
2017-09-18,126432.90058319656
2017-09-25,138160.26196834006
2017-10-02,145495.55233682584
2017-10-09,133425.4354890741
2017-10-16,136252.4975292859
2017-10-23,142198.74694410316
2017-10-30,138728.0091605643
2017-11-06,140775.61982864887
2017-11-13,132571.48989020035
2017-11-20,125926.47247546351
2017-11-27,141505.33070694376
2017-12-04,140493.1755017886
2017-12-11,170275.53763155203
2017-12-18,191538.61651113973
2017-12-25,194425.83762701275
2018-01-01,204420.69478279437
2018-01-08,186934.80314435548
2018-01-15,169383.30768688343
2018-01-22,160681.52528143013
2018-01-29,163059.09698706094
2018-02-05,169513.39673958693
2018-02-12,161738.17594064132
2018-02-19,139950.8921061878
2018-02-26,131531.3579293021
2018-03-05,140926.4404092316
2018-03-12,135270.2494356683
2018-03-19,141595.7904176378
2018-03-26,140662.24247699816
2018-04-02,131120.3586410478
2018-04-09,121614.38944148738
2018-04-16,113059.4566331921
2018-04-23,110544.33351787255
2018-04-30,98025.7974660107
2018-05-07,97631.88878346232
2018-05-14,100590.3759281873
2018-05-21,99347.44772348764
2018-05-28,91331.8206561745
2018-06-04,90428.17553836928
2018-06-11,92747.7304199219
2018-06-18,89287.714485994
2018-06-25,92430.88381675394
2018-07-02,84053.4852053927
2018-07-09,82852.5834713045
2018-07-16,77182.34401421883
2018-07-23,69363.42739290833
2018-07-30,69966.00362301448
2018-08-06,70930.60069610323
2018-08-13,75253.68947502154
2018-08-20,88904.75077894771
2018-08-27,93344.71408445961
2018-09-03,94878.38577382744
2018-09-10,108770.51748690863
2018-09-17,118612.10438991574
2018-09-24,140644.37865494593
2018-10-01,148365.05597542194
2018-10-08,140153.2639079784
2018-10-15,139701.54885551266
2018-10-22,139774.74981305702
2018-10-29,130787.03453156297
2018-11-05,128255.74181154443
2018-11-12,139092.93441705196
2018-11-19,141130.35935126836
2018-11-26,150138.47159178843
2018-12-03,151490.51207301737
2018-12-10,165891.3905234306
2018-12-17,180403.625946528
2018-12-24,181910.34234764072
2018-12-31,186212.58006296822
2019-01-07,174402.13399429078
2019-01-14,166219.6520835036
2019-01-21,143304.80311324052
2019-01-28,154092.2543661803
2019-02-04,167742.9745585615
2019-02-11,159284.1166252559
2019-02-18,165487.84591444276
2019-02-25,151845.21952525774
2019-03-04,156205.241781702
2019-03-11,147916.29702805338
2019-03-18,147580.32065663114
2019-03-25,144821.66107398472
2019-04-01,128469.1254861905
2019-04-08,119008.16479936759
2019-04-15,110690.37463449659
2019-04-22,104568.59715363062
2019-04-29,100664.56306137472
2019-05-06,104132.33961024416
2019-05-13,110121.21698319803
2019-05-20,108186.13893081127
2019-05-27,104756.44316587396
2019-06-03,101048.75593834672
2019-06-10,97989.44918876333
2019-06-17,93596.47064807697
2019-06-24,98950.4506831025
2019-07-01,99537.49856588048
2019-07-08,92781.09973671346
2019-07-15,88193.41706355245
2019-07-22,78737.14810315068
2019-07-29,79748.91692489915
2019-08-05,79602.9075278513
2019-08-12,80280.50438689812
2019-08-19,79669.69542101063
2019-08-26,82935.89611068882
2019-09-02,89344.05506745672
2019-09-09,108549.57802669234
2019-09-16,148743.3451241314
2019-09-23,172960.931589724
2019-09-30,170893.23827682904
2019-10-07,166644.4727578087
2019-10-14,154265.98286682888
2019-10-21,142368.31527675307
2019-10-28,140122.8102679066
2019-11-04,148050.0875653401
2019-11-11,146055.15108419614
2019-11-18,147387.477166671
2019-11-25,141554.38572469528
2019-12-02,153753.34895951644
2019-12-09,148881.70866485077
2019-12-16,162959.1535681393
2019-12-23,178803.8503758222
2019-12-30,202573.9531362819
2020-01-06,186788.62028764462
2020-01-13,163137.93376098198
2020-01-20,161674.73100379677
2020-01-27,162890.30760567889
2020-02-03,173192.07792067403
2020-02-10,173401.75147277085
2020-02-17,165489.92154726345
2020-02-24,172673.52566095864
2020-03-02,194345.73183929457
2020-03-09,296117.2172470821
2020-03-16,329149.9733400327
2020-03-23,218624.4426670886
2020-03-30,155601.88173724143
2020-04-06,99507.31392742536
2020-04-13,69597.96479749901
2020-04-20,58115.32633391515
2020-04-27,68349.49003222214
2020-05-04,68442.36005904112
2020-05-11,63392.72942297656
2020-05-18,61466.17267188896
2020-05-25,62835.15343240301
2020-06-01,61325.64428996923
2020-06-08,59098.68798493352
2020-06-15,55372.68211397646
2020-06-22,
2020-06-29,
2020-07-06,
2020-07-13,
2020-07-20,
2020-07-27,
