day,value
2015-03-16,282759.37428272725
2015-03-23,286764.77718176035
2015-03-30,279222.63580507896
2015-04-06,273899.0570601896
2015-04-13,265124.6606453462
2015-04-20,244140.80842482237
2015-04-27,226610.79283499834
2015-05-04,217375.71578070684
2015-05-11,198993.5456595771
2015-05-18,197872.55988351177
2015-05-25,180277.1587101839
2015-06-01,177685.24542751993
2015-06-08,179297.64885514523
2015-06-15,160116.3250139606
2015-06-22,157615.75746916613
2015-06-29,163157.5283533938
2015-07-06,151192.71836022273
2015-07-13,147752.42943417956
2015-07-20,136214.89509921352
2015-07-27,135507.7465913664
2015-08-03,139274.62670047308
2015-08-10,139967.0133464303
2015-08-17,144310.22484582893
2015-08-24,161005.391219926
2015-08-31,169597.54752662577
2015-09-07,183252.3593626802
2015-09-14,206359.34898807906
2015-09-21,253741.2318294496
2015-09-28,293237.7250341685
2015-10-05,314372.39876273955
2015-10-12,324806.5619780587
2015-10-19,317515.98154800566
2015-10-26,283037.8488670047
2015-11-02,271242.87665557646
2015-11-09,270640.70999985666
2015-11-16,267839.645796472
2015-11-23,268051.403520676
2015-11-30,284239.3508828609
2015-12-07,279703.7040972486
2015-12-14,283577.1995488172
2015-12-21,285425.71992078715
2015-12-28,304068.9888323398
2016-01-04,305899.1103409988
2016-01-11,310178.63480775466
2016-01-18,281762.1240524585
2016-01-25,269729.3227032642
2016-02-01,271166.8308555569
2016-02-08,290562.9854098095
2016-02-15,296468.8213089602
2016-02-22,282629.0690836524
2016-02-29,284209.01392939256
2016-03-07,260789.02069216574
2016-03-14,259980.88300361636
2016-03-21,235138.9451075821
2016-03-28,240814.7010934438
2016-04-04,234696.05875708786
2016-04-11,229507.60957958526
2016-04-18,215140.98518479956
2016-04-25,204141.8674085495
2016-05-02,185973.2209537135
2016-05-09,172016.23429949395
2016-05-16,170470.42334250818
2016-05-23,162014.5193225713
2016-05-30,150590.76746626644
2016-06-06,142428.65723777752
2016-06-13,142996.33944579036
2016-06-20,141188.16469758927
2016-06-27,134988.56749024696
2016-07-04,130873.20625685406
2016-07-11,130712.10641481659
2016-07-18,124388.58379857757
2016-07-25,116483.47063986461
2016-08-01,127138.68376558255
2016-08-08,121467.20336532139
2016-08-15,132533.99034312487
2016-08-22,141873.64935243904
2016-08-29,152297.55206958335
2016-09-05,163124.3794229474
2016-09-12,179429.0914992931
2016-09-19,223023.19930281438
2016-09-26,273098.19964207924
2016-10-03,289077.44646629377
2016-10-10,294933.96271818574
2016-10-17,272926.9980784459
2016-10-24,271975.8728290825
2016-10-31,269438.9751160804
2016-11-07,265892.762833123
2016-11-14,272098.53862566024
2016-11-21,285732.8411995162
2016-11-28,295220.7487964004
2016-12-05,307248.4508003367
2016-12-12,312217.66225590085
2016-12-19,343755.48871531343
2016-12-26,364973.2402560324
2017-01-02,366359.8391354406
2017-01-09,349063.9870162928
2017-01-16,309574.7267473229
2017-01-23,306010.04618520226
2017-01-30,289538.23025409237
2017-02-06,320103.6040737778
2017-02-13,303746.4007394548
2017-02-20,288023.3434842503
2017-02-27,278783.68899711187
2017-03-06,274085.59228646354
2017-03-13,254464.2395296722
2017-03-20,260235.39861697625
2017-03-27,266272.2776587753
2017-04-03,255876.43532462046
2017-04-10,242189.76347522324
2017-04-17,226736.60114268304
2017-04-24,209818.93177523775
2017-05-01,204340.4086160884
2017-05-08,209343.25321891138
2017-05-15,202750.25654817242
2017-05-22,194942.639317943
2017-05-29,181936.04640644716
2017-06-05,177195.1828409245
2017-06-12,156857.87333357544
2017-06-19,153872.76364719632
2017-06-26,156160.20697779837
2017-07-03,150295.67351246937
2017-07-10,148710.45369294457
2017-07-17,143428.5142566064
2017-07-24,134887.58982587574
2017-07-31,140215.89971591468
2017-08-07,140437.3247064326
2017-08-14,140340.08897127048
2017-08-21,146890.13708085695
2017-08-28,165574.0805515919
2017-09-04,175281.96408267805
2017-09-11,204541.03888596813
2017-09-18,249233.24155594187
2017-09-25,268344.6071170519
2017-10-02,278882.74340787466
2017-10-09,282990.37401811423
2017-10-16,290912.6935594939
2017-10-23,290583.70378344314
2017-10-30,288433.97151503596
2017-11-06,290856.8632190933
2017-11-13,278955.2536765684
2017-11-20,275820.6964061297
2017-11-27,296807.3884461767
2017-12-04,309705.19793141395
2017-12-11,333225.0543964426
2017-12-18,372768.0910141296
2017-12-25,386316.13022290345
2018-01-01,396604.2648703783
2018-01-08,362942.50468065613
2018-01-15,337995.31782837515
2018-01-22,337528.54368011624
2018-01-29,322471.23176620307
2018-02-05,341740.67929297296
2018-02-12,343021.1880736745
2018-02-19,334956.4315925932
2018-02-26,278951.8488669026
2018-03-05,266327.2983205555
2018-03-12,262110.3465438782
2018-03-19,263862.8086269372
2018-03-26,254967.72187544426
2018-04-02,245361.38638890575
2018-04-09,234803.11988896772
2018-04-16,221723.6099899844
2018-04-23,205922.32279417984
2018-04-30,192411.19066935434
2018-05-07,178223.55103243433
2018-05-14,182929.65346615267
2018-05-21,177318.28817011786
2018-05-28,163547.60075384306
2018-06-04,160818.66112624737
2018-06-11,162181.0262971954
2018-06-18,153940.36607188836
2018-06-25,158110.116652528
2018-07-02,146939.37516132017
2018-07-09,146456.5189645903
2018-07-16,130329.32334146145
2018-07-23,124807.83615447249
2018-07-30,123383.17038409796
2018-08-06,125219.79435265681
2018-08-13,145266.0340406492
2018-08-20,162662.32552515762
2018-08-27,173223.36128884502
2018-09-03,188192.0362989699
2018-09-10,213354.82444820402
2018-09-17,249369.7599535262
2018-09-24,273890.28269436146
2018-10-01,319757.78657408914
2018-10-08,298691.80530400825
2018-10-15,295117.37147895794
2018-10-22,291053.24838247267
2018-10-29,293713.0352521706
2018-11-05,273203.21949426294
2018-11-12,288639.83244656544
2018-11-19,280886.2870886286
2018-11-26,305523.0385067329
2018-12-03,307644.97256926063
2018-12-10,321129.6146921862
2018-12-17,333415.1757656008
2018-12-24,355497.8198704696
2018-12-31,368808.20143677975
2019-01-07,354845.05278185185
2019-01-14,333208.78085527837
2019-01-21,304004.5059827915
2019-01-28,308566.8271301008
2019-02-04,293210.3200378087
2019-02-11,284036.2850916607
2019-02-18,273175.05014029774
2019-02-25,272198.0702886878
2019-03-04,257268.18006337294
2019-03-11,257108.3142918968
2019-03-18,255011.41688623148
2019-03-25,259030.61026479022
2019-04-01,242666.5254133249
2019-04-08,228462.60148608044
2019-04-15,223722.0513698781
2019-04-22,212239.73904439056
2019-04-29,204936.28229063537
2019-05-06,216326.68308670828
2019-05-13,217943.42249652886
2019-05-20,216680.5428443308
2019-05-27,198087.92462915942
2019-06-03,194522.5482286449
2019-06-10,175477.73838860705
2019-06-17,169390.73255073524
2019-06-24,167951.5810849802
2019-07-01,160562.6111167953
2019-07-08,149742.46472019266
2019-07-15,141121.93347383966
2019-07-22,128768.85427648899
2019-07-29,129548.28190659173
2019-08-05,128752.61393455732
2019-08-12,142501.63667191612
2019-08-19,153333.23510412092
2019-08-26,161211.72254945672
2019-09-02,183555.36926447152
2019-09-09,211480.79964183594
2019-09-16,263862.0983740172
2019-09-23,289782.34226387343
2019-09-30,312686.5116744023
2019-10-07,317947.9212735199
2019-10-14,301080.11513656826
2019-10-21,275576.8668159199
2019-10-28,283407.8840988227
2019-11-04,279980.8477634468
2019-11-11,283026.3894823445
2019-11-18,295586.5381605504
2019-11-25,293788.8183147641
2019-12-02,308827.76632683224
2019-12-09,300952.44676364324
2019-12-16,326930.991366872
2019-12-23,355414.16669679247
2019-12-30,367205.7501699755
2020-01-06,349847.8429760884
2020-01-13,315557.1651845846
2020-01-20,303633.0639630755
2020-01-27,295394.9624930781
2020-02-03,323714.78359965474
2020-02-10,303361.14321124996
2020-02-17,281809.8184608732
2020-02-24,274735.1012270704
2020-03-02,305897.4468208073
2020-03-09,440834.2772476176
2020-03-16,489451.14359620464
2020-03-23,382707.8609159046
2020-03-30,285559.0320317476
2020-04-06,182389.32892895959
2020-04-13,119487.00558093139
2020-04-20,100659.3983879726
2020-04-27,114875.94856442364
2020-05-04,126097.64161826238
2020-05-11,121609.0203488341
2020-05-18,116819.60774118206
2020-05-25,110615.27677032955
2020-06-01,103159.39322580342
2020-06-08,97461.29733849179
2020-06-15,98438.31972491465
2020-06-22,
2020-06-29,
2020-07-06,
2020-07-13,
2020-07-20,
2020-07-27,
