day,value
2012-01-02,
2012-01-09,
2012-01-16,
2012-01-23,
2012-01-30,
2012-02-06,
2012-02-13,
2012-02-20,
2012-02-27,
2012-03-05,
2012-03-12,
2012-03-19,
2012-03-26,
2012-04-02,
2012-04-09,
2012-04-16,
2012-04-23,
2012-04-30,
2012-05-07,
2012-05-14,
2012-05-21,
2012-05-28,
2012-06-04,
2012-06-11,
2012-06-18,
2012-06-25,
2012-07-02,
2012-07-09,
2012-07-16,
2012-07-23,
2012-07-30,
2012-08-06,
2012-08-13,
2012-08-20,
2012-08-27,
2012-09-03,
2012-09-10,
2012-09-17,
2012-09-24,
2012-10-01,
2012-10-08,
2012-10-15,
2012-10-22,
2012-10-29,
2012-11-05,
2012-11-12,
2012-11-19,
2012-11-26,
2012-12-03,
2012-12-10,
2012-12-17,
2012-12-24,
2012-12-31,
2013-01-07,
2013-01-14,
2013-01-21,
2013-01-28,
2013-02-04,
2013-02-11,
2013-02-18,
2013-02-25,
2013-03-04,
2013-03-11,
2013-03-18,
2013-03-25,
2013-04-01,
2013-04-08,
2013-04-15,
2013-04-22,
2013-04-29,
2013-05-06,
2013-05-13,
2013-05-20,
2013-05-27,
2013-06-03,
2013-06-10,
2013-06-17,
2013-06-24,
2013-07-01,
2013-07-08,
2013-07-15,
2013-07-22,
2013-07-29,
2013-08-05,
2013-08-12,
2013-08-19,
2013-08-26,
2013-09-02,
2013-09-09,
2013-09-16,
2013-09-23,
2013-09-30,
2013-10-07,
2013-10-14,
2013-10-21,
2013-10-28,
2013-11-04,
2013-11-11,
2013-11-18,
2013-11-25,
2013-12-02,
2013-12-09,
2013-12-16,
2013-12-23,
2013-12-30,
2014-01-06,
2014-01-13,
2014-01-20,
2014-01-27,
2014-02-03,
2014-02-10,
2014-02-17,
2014-02-24,
2014-03-03,
2014-03-10,
2014-03-17,
2014-03-24,
2014-03-31,
2014-04-07,
2014-04-14,
2014-04-21,
2014-04-28,
2014-05-05,
2014-05-12,
2014-05-19,
2014-05-26,
2014-06-02,
2014-06-09,
2014-06-16,
2014-06-23,
2014-06-30,
2014-07-07,
2014-07-14,
2014-07-21,
2014-07-28,
2014-08-04,
2014-08-11,
2014-08-18,
2014-08-25,
2014-09-01,
2014-09-08,
2014-09-15,
2014-09-22,
2014-09-29,
2014-10-06,
2014-10-13,
2014-10-20,
2014-10-27,
2014-11-03,
2014-11-10,
2014-11-17,137322.4230152654
2014-11-24,116910.98340689232
2014-12-01,112572.83482084371
2014-12-08,120845.10621352142
2014-12-15,144040.01319678157
2014-12-22,151021.81249948626
2014-12-29,167469.30156736693
2015-01-05,159851.68891378117
2015-01-12,132980.26939792332
2015-01-19,122893.51469564211
2015-01-26,115776.04085411484
2015-02-02,115443.80580277496
2015-02-09,125472.80847178459
2015-02-16,122215.55405747378
2015-02-23,124456.81076968317
2015-03-02,118298.12386109467
2015-03-09,111875.0405910767
