day,value
2012-01-02,
2012-01-09,
2012-01-16,
2012-01-23,
2012-01-30,
2012-02-06,
2012-02-13,
2012-02-20,
2012-02-27,
2012-03-05,
2012-03-12,
2012-03-19,
2012-03-26,
2012-04-02,
2012-04-09,
2012-04-16,
2012-04-23,
2012-04-30,
2012-05-07,
2012-05-14,
2012-05-21,
2012-05-28,
2012-06-04,
2012-06-11,
2012-06-18,
2012-06-25,
2012-07-02,
2012-07-09,
2012-07-16,
2012-07-23,
2012-07-30,
2012-08-06,
2012-08-13,
2012-08-20,
2012-08-27,
2012-09-03,
2012-09-10,
2012-09-17,
2012-09-24,
2012-10-01,
2012-10-08,
2012-10-15,
2012-10-22,
2012-10-29,
2012-11-05,
2012-11-12,
2012-11-19,
2012-11-26,
2012-12-03,
2012-12-10,
2012-12-17,
2012-12-24,
2012-12-31,
2013-01-07,
2013-01-14,
2013-01-21,
2013-01-28,
2013-02-04,
2013-02-11,
2013-02-18,
2013-02-25,
2013-03-04,
2013-03-11,
2013-03-18,
2013-03-25,
2013-04-01,
2013-04-08,
2013-04-15,
2013-04-22,
2013-04-29,
2013-05-06,
2013-05-13,
2013-05-20,
2013-05-27,
2013-06-03,
2013-06-10,
2013-06-17,
2013-06-24,
2013-07-01,
2013-07-08,
2013-07-15,
2013-07-22,
2013-07-29,
2013-08-05,
2013-08-12,
2013-08-19,
2013-08-26,
2013-09-02,
2013-09-09,
2013-09-16,
2013-09-23,
2013-09-30,
2013-10-07,
2013-10-14,
2013-10-21,
2013-10-28,
2013-11-04,
2013-11-11,
2013-11-18,
2013-11-25,
2013-12-02,
2013-12-09,
2013-12-16,
2013-12-23,
2013-12-30,
2014-01-06,
2014-01-13,
2014-01-20,
2014-01-27,
2014-02-03,
2014-02-10,
2014-02-17,
2014-02-24,
2014-03-03,
2014-03-10,
2014-03-17,
2014-03-24,
2014-03-31,
2014-04-07,
2014-04-14,
2014-04-21,
2014-04-28,
2014-05-05,
2014-05-12,
2014-05-19,
2014-05-26,
2014-06-02,
2014-06-09,
2014-06-16,
2014-06-23,
2014-06-30,
2014-07-07,
2014-07-14,
2014-07-21,
2014-07-28,
2014-08-04,
2014-08-11,
2014-08-18,
2014-08-25,
2014-09-01,
2014-09-08,
2014-09-15,
2014-09-22,
2014-09-29,
2014-10-06,
2014-10-13,
2014-10-20,
2014-10-27,
2014-11-03,
2014-11-10,
2014-11-17,9843.911109369503
2014-11-24,10899.539646415402
2014-12-01,12093.783208599396
2014-12-08,12485.185322188821
2014-12-15,15958.359258703485
2014-12-22,17687.1819562628
2014-12-29,18208.443561360174
2015-01-05,17714.099836151556
2015-01-12,14731.417344019106
2015-01-19,13511.005962935686
2015-01-26,13058.700610459511
2015-02-02,13133.362115484299
2015-02-09,11654.884949786709
2015-02-16,12049.212725528923
2015-02-23,11990.655542767616
2015-03-02,11257.923095357388
2015-03-09,11939.68631687246
